name,communityId
1003013947,4228
1003019902,4238
1003031261,4228
1003050972,4238
1003063314,4238
1003071333,2536
1003075862,2796
1003077728,4238
1003090424,4228
1003098963,4238
1003101684,4220
1003112277,2796
1003113200,4239
1003149147,4238
1003153743,4239
1003168287,4233
1003198359,2796
1003202292,4239
1003224155,4241
1003801788,4228
1003802042,4228
1003811696,4232
1003813593,4228
1003815697,4228
1003815978,4228
1003819277,4233
1003819772,4239
1003833872,4230
1003854258,2796
1003855537,4232
1003858267,4230
1003860982,4228
1003862566,4233
1003876236,4228
1003897380,4228
1003903121,4239
1003903139,4238
1003905969,4233
1003906751,4241
1003908435,4238
1003910712,4239
1003922881,4220
1003990110,4238
1003991167,4238
1013004142,4238
1013009448,4238
1013013234,4220
1013042910,4233
1013064153,4232
1013064831,4228
1013064989,4238
1013067156,4233
1013071984,4233
1013079383,4232
1013107697,4238
1013118082,4238
1013118090,4238
1013178383,4228
1013179860,4239
1013184340,4233
1013201649,4238
1013226026,4228
1013233279,4239
1013233865,4233
1013273044,4233
1013312974,4232
1013313626,4233
1013348705,2796
1013386929,4241
1013391622,4228
1013453729,4238
1013902782,4228
1013905322,4233
1013908730,4233
1013920735,4241
1013928506,4238
1013957976,4233
1013958776,2796
1013961473,2796
1013962687,2796
1013964741,2536
1013973387,4228
1013991850,4228
1013992106,4228
1013996222,4239
1023000999,4228
1023004041,4233
1023004264,4228
1023009818,4233
1023046554,4233
1023046794,4230
1023046901,4238
1023055126,4228
1023065232,4233
1023069887,4238
1023076882,2796
1023078243,2796
1023094851,4228
1023099074,4241
1023100435,4238
1023103462,4228
1023105137,4238
1023105145,4238
1023105152,4238
1023165909,4238
1023192135,4238
1023205531,4233
1023220753,4238
1023251428,4228
1023252566,4238
1023253549,4228
1023262466,4238
1023295664,4233
1023307022,4238
1023312444,4238
1023337979,4220
1023343910,4228
1023351848,4238
1023434248,4239
1023434438,4238
1023452331,4220
1023454592,4233
1033100763,4232
1033103551,4239
1033144647,4233
1033168059,4238
1033184320,4239
1033187810,2796
1033190954,4228
1033206149,4238
1033206156,4238
1033215157,4228
1033225073,4220
1033227764,4233
1033230404,4238
1033246640,4232
1033293147,4238
1033293154,4238
1033297429,4220
1033311196,4238
1033311360,4238
1033313127,4239
1033316484,4239
1033323159,4228
1033326335,4238
1033391008,4233
1033459672,4230
1033472592,4239
1033482393,4238
1033488432,4239
1033532585,4228
1033542980,4220
1033570015,4228
1033590526,4239
1043205008,4228
1043206329,4220
1043206386,4233
1043217854,4228
1043218654,4228
1043219165,4228
1043220320,4238
1043226293,4238
1043229495,4238
1043232879,4233
1043250186,4239
1043253537,4238
1043281710,2796
1043288509,4232
1043294747,4239
1043296262,4233
1043296890,4238
1043299464,4239
1043300288,4233
1043302466,4238
1043318157,4228
1043319486,4238
1043326127,4228
1043351471,2796
1043394166,4238
1043411564,4238
1043451073,4238
1043453632,4232
1043475288,4220
1043480676,4220
1043481369,4228
1043484447,4220
1043522311,4228
1043576689,4233
1043614175,4233
1043615644,4241
1043629561,4238
1043663719,4228
1043671647,4228
1043755986,4238
1053303248,4228
1053306175,4228
1053308502,4232
1053309492,2796
1053310961,4228
1053314963,4233
1053317685,4239
1053322818,4238
1053335984,4233
1053337717,4228
1053343251,4238
1053349100,4238
1053350074,2796
1053350215,4228
1053366369,4239
1053380881,2536
1053382648,2796
1053390682,4232
1053394916,4228
1053406405,4228
1053408567,4228
1053421941,4228
1053425181,4241
1053452482,4238
1053453795,4239
1053468926,4238
1053470062,4228
1053495168,4238
1053519785,4228
1053521997,4238
1053559187,4238
1053608364,4228
1053631705,4238
1053638148,4232
1053639195,4238
1053663716,4233
1053679951,4228
1053719682,4228
1053760595,4233
1063403434,4233
1063407351,4228
1063407534,4230
1063415131,4230
1063416436,4228
1063445641,4238
1063449031,4232
1063449627,4220
1063452399,4233
1063452902,4233
1063458255,4233
1063462315,4238
1063467876,4228
1063483568,4239
1063485274,4228
1063485373,4233
1063487551,4228
1063502037,2796
1063506921,4239
1063520666,2536
1063525665,4238
1063528651,4233
1063596161,4238
1063665198,4238
1063671832,4228
1063673622,4228
1063704773,4238
1063730059,4228
1063739480,4228
1063742229,4228
1063774537,4228
1063829323,4228
1063831097,2536
1063864775,4232
1063884138,4228
1063956589,4239
1063965168,4233
1073050209,4238
1073065702,4238
1073505830,4233
1073509097,4233
1073516001,4230
1073516340,4233
1073518734,2536
1073524906,2796
1073537072,4239
1073547402,4228
1073549176,4238
1073553608,4238
1073556023,4233
1073557831,4228
1073559753,4228
1073566212,4220
1073566626,2796
1073581922,4233
1073591467,4233
1073600102,4238
1073605499,4238
1073606000,4238
1073607784,4238
1073612412,4238
1073627170,4238
1073633780,4232
1073664280,4233
1073697181,4238
1073727301,4228
1073733093,4233
1073741211,4228
1073742250,4241
1073773982,4233
1073775706,4228
1073777470,4238
1073779930,4232
1073791612,4238
1073797502,4238
1073808747,4238
1073856696,4228
1073873972,4228
1073892451,4228
1073905774,4220
1073912168,4238
1073919619,4228
1073921011,4238
1083028286,4228
1083033476,4238
1083033609,4238
1083601397,4232
1083606248,4233
1083609481,4228
1083610547,4230
1083611651,4233
1083614044,2796
1083615934,4228
1083616387,4233
1083648604,4238
1083659163,4228
1083660518,4230
1083661730,4228
1083665962,4239
1083668594,4232
1083686513,4233
1083687305,4239
1083701106,4238
1083703540,4228
1083706402,4238
1083710172,4220
1083712939,4238
1083713424,4238
1083715031,4228
1083737589,2796
1083796320,4238
1083798193,4238
1083841993,4238
1083859730,4238
1083865976,4228
1083871164,4238
1083890941,4238
1083905822,4228
1083941769,4238
1093017584,4238
1093028599,4238
1093030660,4238
1093045130,4233
1093046054,4238
1093051427,4238
1093058018,4228
1093159444,4228
1093170318,4238
1093189409,4238
1093255648,4228
1093706962,4228
1093716748,4238
1093718272,4230
1093738536,2796
1093742736,2796
1093745721,4238
1093750564,4228
1093753303,4228
1093753626,4220
1093753840,4228
1093754327,4220
1093791063,4233
1093800104,4238
1093802126,4238
1093807422,4238
1093808107,4238
1093809857,4228
1093814428,4238
1093818981,4238
1093830176,4228
1093887606,4220
1093931628,4220
1104020684,4238
1104025329,4238
1104027184,4228
1104031053,4238
1104033265,4233
1104043082,4239
1104064088,4238
1104083757,4233
1104137215,4241
1104138908,4241
1104142314,4228
1104155332,4238
1104183235,4238
1104185826,4232
1104238153,4233
1104269067,4233
1104378538,4239
1104802271,4228
1104804145,2536
1104812478,4239
1104812551,4228
1104817667,4228
1104817907,4233
1104818269,4233
1104818889,4228
1104820760,4233
1104823616,4228
1104825769,4232
1104829340,4228
1104836741,4239
1104837327,4241
1104839083,4238
1104859115,2796
1104861624,4233
1104862234,4238
1104863554,4233
1104871029,4239
1104875459,4239
1104879352,4233
1104879774,2796
1104890003,4239
1104897164,4220
1104905694,4228
1104911387,4238
1104912013,4238
1104933738,4239
1104951177,4238
1104973080,4228
1104973924,4228
1104989581,4233
1114001229,4233
1114004983,4233
1114019528,4232
1114019536,4238
1114019833,4220
1114020336,4228
1114023355,4238
1114026549,4238
1114062197,2796
1114065398,4220
1114074085,4239
1114074093,4238
1114085834,4241
1114101128,4228
1114101300,4228
1114104494,4233
1114121712,4220
1114151479,4238
1114164787,4228
1114174547,4238
1114191731,4238
1114216033,4238
1114243789,4228
1114247848,4238
1114257391,4228
1114271376,2796
1114283876,4228
1114321023,2796
1114914900,4230
1114916095,4239
1114927936,4228
1114953080,2796
1114956687,2796
1114960622,4230
1114961513,4228
1114961596,4228
1114966355,4228
1114966835,4233
1114967023,4238
1114967353,4239
1114967684,4232
1114969383,4230
1114974979,4228
1114979184,4220
1114997038,4228
1124003504,4228
1124003561,2796
1124004593,4238
1124005145,4228
1124007919,4228
1124007984,4239
1124012950,4232
1124014501,4228
1124020011,4239
1124024344,4239
1124025192,4233
1124032255,4233
1124043880,4239
1124061676,2796
1124065362,4228
1124065420,4239
1124066683,4233
1124067533,4233
1124069836,4228
1124073473,2796
1124083720,4228
1124096904,2796
1124097126,4239
1124098777,4238
1124102249,4238
1124108279,4228
1124115241,4238
1124115258,4238
1124135280,4238
1124139456,4238
1124145636,4238
1124150016,4241
1124175096,4238
1124175914,4239
1124175922,4228
1124175948,4232
1124219969,4238
1124222609,4238
1124226477,4233
1124226501,4239
1124238951,2796
1124242508,4238
1124246681,4220
1124261920,4239
1124262175,4228
1124292081,4238
1124323449,4238
1124323894,4238
1124345814,4238
1124370630,4238
1124381371,4220
1124387709,4238
1124466107,4239
1124467451,4233
1124474663,4228
1124491584,4238
1124578687,4233
1134102304,4233
